id,src,dst,frequency_per_year_2023,distance_km,annual_co2_tonnes_2023
1668,CUN,MEX,2190.0,1284.4,45003.9
1669,CUN,MIA,1095.0,855.0,14978.9
1670,CUN,MSP,1095.0,2714.6,47560.3
1671,CUN,MXP,365.0,8771.1,51223.4
1672,CUN,ORD,1095.0,2330.6,40832.9
1673,CUN,PHL,1095.0,2367.8,41483.8
1674,CUN,PHX,730.0,2830.4,33059.2
1675,CUN,PTY,730.0,1553.9,18149.8
1676,CUN,SFO,730.0,3871.2,45215.9
1677,CUN,SLC,730.0,3227.2,37693.2
1678,CUN,STL,365.0,1997.6,11666.2
1679,CUN,YUL,1095.0,2969.8,52030.5
1680,CUN,YVR,730.0,4475.5,52274.4
1681,CUN,YYC,1095.0,4091.0,71674.6
1682,CUN,YYZ,1095.0,2605.3,45645.2
1683,DCA,ATL,2555.0,880.1,35978.2
1684,DCA,BOS,1095.0,641.5,11238.6
1685,DCA,CLT,730.0,532.6,6221.2
1686,DCA,DEN,730.0,2369.2,27672.1
1687,DCA,DFW,730.0,1914.9,22366.5
1688,DCA,DTW,1095.0,651.2,11409.9
1689,DCA,EWR,365.0,319.3,1864.9
1690,DCA,FLL,1095.0,1450.5,25412.5
1691,DCA,IAH,365.0,1941.6,11339.1
1692,DCA,JFK,1095.0,342.2,5995.7
1693,DCA,LAS,730.0,3353.6,39169.8
1694,DCA,LAX,1460.0,3710.9,86686.6
1695,DCA,LGA,1095.0,344.8,6040.6
1696,DCA,MCO,1095.0,1224.1,21446.7
1697,DCA,MIA,730.0,1483.6,17328.5
1698,DCA,MSP,1460.0,1494.8,34919.6
1699,DCA,MSY,730.0,1559.4,18213.2
1700,DCA,ORD,1095.0,982.6,17215.5
1701,DCA,PDX,730.0,3773.2,44071.3
1702,DCA,PHL,730.0,191.6,2237.9
1703,DCA,PHX,730.0,3177.7,37115.8
1704,DCA,SAN,730.0,3654.8,42688.0
1705,DCA,SEA,365.0,3738.1,21830.8
1706,DCA,SFO,730.0,3920.9,45796.7
1707,DCA,SJU,365.0,2507.5,14643.7
1708,DCA,SLC,365.0,2972.1,17356.9
1709,DCA,STL,1095.0,1154.4,20224.7
1710,DCA,TPA,1095.0,1311.9,22984.0
1711,DCA,YUL,1095.0,784.3,13741.4
1712,DCA,YYZ,1095.0,578.6,10136.4
1713,DEL,ADD,730.0,4552.5,53172.8
1714,DEL,AMM,365.0,3945.4,23041.3
1715,DEL,AMS,365.0,6363.5,37162.6
1716,DEL,AUH,1095.0,2277.4,39899.8
1717,DEL,BHX,365.0,6798.8,39705.2
1718,DEL,BKK,1460.0,2948.5,68876.2
1719,DEL,BLR,2190.0,1710.0,59920.1
1720,DEL,BOM,2190.0,1138.2,39883.6
1721,DEL,BRU,1095.0,6399.3,112116.0
1722,DEL,CAN,365.0,3649.7,21314.2
1723,DEL,CCU,2190.0,1312.7,45996.3
1724,DEL,CDG,730.0,6565.4,76683.6
1725,DEL,CMB,1095.0,2395.9,41975.3
1726,DEL,DOH,730.0,2549.2,29774.8
1727,DEL,DXB,1825.0,2183.6,63761.1
1728,DEL,EWR,365.0,11763.7,68700.2
1729,DEL,FCO,730.0,5933.0,69297.9
1730,DEL,FRA,730.0,6120.6,71488.9
1731,DEL,HEL,365.0,5223.1,30502.7
1732,DEL,HKG,1825.0,3746.4,109394.8
1733,DEL,ICN,730.0,4652.5,54340.9
1734,DEL,IST,730.0,4565.0,53318.9
1735,DEL,JED,730.0,3879.7,45315.1
1736,DEL,JFK,365.0,11754.5,68646.2
1737,DEL,KUL,1095.0,3876.9,67923.4
1738,DEL,KWI,365.0,2829.9,16526.5
1739,DEL,LHR,1825.0,6731.3,196553.6
1740,DEL,MAA,1825.0,1760.9,51417.1
1741,DEL,MCT,730.0,1956.6,22853.0
1742,DEL,MEL,365.0,10191.8,59519.9
1743,DEL,MUC,730.0,5899.5,68905.6
1744,DEL,NBO,365.0,5416.3,31631.2
1745,DEL,NRT,1095.0,5908.8,103522.8
1746,DEL,ORD,365.0,12021.3,70204.3
1747,DEL,PEK,365.0,3808.9,22244.2
1748,DEL,PVG,730.0,4291.5,50124.4
1749,DEL,RUH,730.0,3037.1,35473.0
1750,DEL,SHJ,365.0,2166.6,12653.0
1751,DEL,SIN,1460.0,4159.4,97163.9
1752,DEL,SVO,365.0,4363.3,25482.0
1753,DEL,SYD,365.0,10435.4,60942.6
1754,DEL,TPE,730.0,4372.0,51065.2
1755,DEL,VIE,730.0,5546.0,64777.4
1756,DEL,ZRH,730.0,6147.8,71806.8
1757,DEN,ATL,4015.0,1926.6,123765.9
1758,DEN,BOS,1095.0,2815.7,49331.6
1759,DEN,BWI,1095.0,2393.5,41934.9
1760,DEN,CLT,730.0,2148.2,25091.0
1761,DEN,CUN,1095.0,2689.3,47115.8
1762,DEN,DCA,730.0,2369.2,27672.1
1763,DEN,DFW,1825.0,1032.1,30137.3
1764,DEN,DTW,1825.0,1802.3,52627.1
1765,DEN,EWR,730.0,2576.4,30092.4
1766,DEN,FLL,1460.0,2739.0,63983.8
1767,DEN,FRA,730.0,8088.7,94476.5
1768,DEN,HNL,365.0,5407.9,31582.1
1769,DEN,IAD,730.0,2331.7,27234.2
1770,DEN,IAH,1095.0,1387.5,24308.9
1771,DEN,JFK,730.0,2609.8,30482.3
1772,DEN,LAS,1825.0,1009.4,29473.4
1773,DEN,LAX,2555.0,1385.1,56624.5
1774,DEN,LGA,1460.0,2599.8,60731.6
1775,DEN,LHR,1460.0,7496.5,175117.6
1776,DEN,MCO,1460.0,2486.3,58081.0
1777,DEN,MDW,1095.0,1437.3,25182.2
1778,DEN,MEX,730.0,2333.5,27254.9
1779,DEN,MIA,1095.0,2748.7,48157.1
1780,DEN,MSP,2190.0,1092.4,38276.0
1781,DEN,MSY,1825.0,1708.1,49876.1
1782,DEN,NRT,730.0,9292.8,108539.5
1783,DEN,ORD,1460.0,1426.0,33311.9
1784,DEN,PDX,1095.0,1592.2,27894.9
1785,DEN,PHL,1460.0,2500.4,58409.1
1786,DEN,PHX,2555.0,968.5,39593.8
1787,DEN,SAN,1460.0,1371.3,32034.1
1788,DEN,SEA,1825.0,1645.1,48035.9
1789,DEN,SFO,1095.0,1552.8,27204.6
1790,DEN,SLC,1825.0,627.6,18325.6
1791,DEN,STL,1095.0,1235.5,21646.1
1792,DEN,TPA,1460.0,2422.5,56590.0
1793,DEN,YUL,730.0,2587.5,30222.0
1794,DEN,YVR,730.0,1789.5,20901.1
1795,DEN,YYC,730.0,1445.3,16880.6
1796,DEN,YYZ,730.0,2111.2,24658.7
1797,DFW,AMS,730.0,7900.1,92273.2
1798,DFW,ATL,3650.0,1174.5,68592.7
1799,DFW,BNE,730.0,13364.9,156101.5
1800,DFW,BOG,1095.0,3932.9,68903.9
1801,DFW,BOS,1460.0,2509.3,58616.5
1802,DFW,BWI,1095.0,1954.8,34247.5
1803,DFW,CDG,1825.0,7944.1,231966.5
1804,DFW,CLT,730.0,1503.2,17557.5
1805,DFW,CUN,1460.0,1657.2,38712.0
1806,DFW,DCA,730.0,1914.9,22366.5
1807,DFW,DEN,1825.0,1032.1,30137.3
1808,DFW,DTW,1460.0,1586.4,37058.7
1809,DFW,DXB,730.0,12919.4,150898.5
1810,DFW,EWR,1095.0,2204.8,38627.9
1811,DFW,FLL,1095.0,1798.9,31517.1
1812,DFW,FRA,3285.0,8258.2,434049.7
1813,DFW,GIG,1095.0,8419.4,147508.3
1814,DFW,GRU,1095.0,8243.6,144428.6
1815,DFW,HNL,730.0,6080.9,71025.2
1816,DFW,IAD,1095.0,1882.5,32981.0
1817,DFW,IAH,1095.0,361.6,6335.6
1818,DFW,ICN,1460.0,10986.7,256649.4
1819,DFW,JFK,1095.0,2234.9,39155.4
1820,DFW,LAS,1095.0,1694.8,29692.9
1821,DFW,LAX,2190.0,1983.2,69490.4
1822,DFW,LGA,1460.0,2231.4,52124.6
1823,DFW,LHR,2190.0,7627.2,267258.5
1824,DFW,LIM,1095.0,5424.1,95029.4
1825,DFW,MAD,1825.0,7973.9,232837.8
1826,DFW,MCO,1095.0,1582.4,27723.9
1827,DFW,MEX,1825.0,1510.3,44101.8
1828,DFW,MIA,730.0,1802.2,21049.3
1829,DFW,MSP,1825.0,1372.6,40079.3
1830,DFW,MSY,2190.0,719.4,25209.2
1831,DFW,NRT,1460.0,10322.4,241130.6
1832,DFW,ORD,1460.0,1290.6,30149.5
1833,DFW,PDX,1460.0,2597.1,60667.1
1834,DFW,PHL,1095.0,2092.9,36667.2
1835,DFW,PHX,1095.0,1393.9,24420.5
1836,DFW,PTY,730.0,3210.0,37493.2
1837,DFW,SAN,1460.0,1880.4,43926.9
1838,DFW,SEA,1095.0,2668.2,46746.0
1839,DFW,SFO,1825.0,2351.9,68676.7
1840,DFW,SJU,730.0,3482.3,40673.5
1841,DFW,SLC,1095.0,1589.5,27847.4
1842,DFW,STL,730.0,885.4,10341.2
1843,DFW,TPA,1095.0,1492.7,26152.0
1844,DFW,YUL,1095.0,2432.3,42613.1
1845,DFW,YVR,1095.0,2819.3,49394.9
1846,DFW,YYC,1460.0,2451.2,57260.0
1847,DFW,YYZ,1825.0,1928.4,56309.6
1848,DLC,CAN,365.0,1898.7,11088.2
1849,DLC,CGO,2190.0,845.0,29608.4
1850,DLC,CKG,365.0,1707.2,9970.2
1851,DLC,CSX,365.0,1423.2,8311.4
1852,DLC,FOC,365.0,1459.5,8523.4
1853,DLC,HGH,3650.0,976.6,57036.2
1854,DLC,HKG,730.0,1988.6,23227.0
1855,DLC,HRB,1095.0,835.2,14632.7
1856,DLC,ICN,1460.0,460.2,10749.9
1857,DLC,KIX,1095.0,1320.3,23130.9
1858,DLC,KMG,365.0,2326.7,13587.7
1859,DLC,NKG,1825.0,839.0,24499.0
1860,DLC,NRT,1825.0,1699.9,49637.7
1861,DLC,PEK,2190.0,442.5,15506.8
1862,DLC,PVG,2555.0,870.1,35571.1
1863,DLC,SZX,1095.0,1957.7,34299.1
1864,DLC,TAO,1825.0,317.2,9263.0
1865,DLC,TNA,2190.0,445.8,15620.4
1866,DLC,TPE,1460.0,1544.5,36080.5
1867,DLC,TSN,2920.0,362.5,16936.2
1868,DLC,TYN,1460.0,788.4,18416.8
1869,DLC,WUH,1460.0,1128.2,26355.3
1870,DLC,XIY,1825.0,1244.2,36331.6
1871,DLC,XMN,365.0,1635.4,9550.5
1872,DME,AGP,730.0,3793.5,44308.6
1873,DME,ALC,1460.0,3424.9,80006.3
1874,DME,AMM,730.0,2638.1,30812.4
1875,DME,ATH,730.0,2206.3,25769.6
1876,DME,AUH,730.0,3706.7,43294.6
1877,DME,BCN,1095.0,3028.7,53062.8
1878,DME,BKK,1095.0,7058.7,123669.1
1879,DME,BRU,365.0,2260.7,13202.4
1880,DME,CAI,365.0,2858.5,16693.7
1881,DME,CGN,365.0,2094.6,12232.5
1882,DME,CMB,365.0,6511.3,38026.3
1883,DME,DOH,365.0,3531.9,20626.5
1884,DME,DUS,730.0,2098.2,24506.6
1885,DME,DXB,365.0,3642.0,21269.2
1886,DME,FCO,730.0,2395.1,27974.6
1887,DME,FRA,1095.0,2046.7,35859.0
1888,DME,GVA,365.0,2427.5,14176.6
1889,DME,HEL,730.0,937.6,10951.3
1890,DME,HER,1095.0,2434.0,42644.2
1891,DME,HKG,1095.0,7108.6,124542.7
1892,DME,IAH,730.0,9532.4,111338.9
1893,DME,KBP,730.0,733.1,8562.2
1894,DME,LED,1825.0,666.9,19473.0
1895,DME,LGW,730.0,2543.3,29706.3
1896,DME,LHR,365.0,2545.0,14863.1
1897,DME,LIS,730.0,3913.3,45707.6
1898,DME,MAD,730.0,3437.4,40148.9
1899,DME,MAN,365.0,2575.6,15041.6
1900,DME,MLA,365.0,2808.4,16401.0
1901,DME,MUC,1095.0,1942.0,34024.5
1902,DME,MXP,365.0,2308.0,13478.6
1903,DME,NCE,365.0,2540.9,14839.0
1904,DME,NRT,730.0,7513.2,87753.8
1905,DME,PMI,730.0,3125.7,36507.8
1906,DME,RIX,730.0,877.4,10248.1
1907,DME,SAW,365.0,1731.8,10113.8
1908,DME,SGN,730.0,7684.1,89749.8
1909,DME,SHJ,365.0,3638.8,21250.9
1910,DME,SIN,730.0,8401.3,98127.5
1911,DME,SVX,1095.0,1421.9,24911.2
1912,DME,SYX,365.0,7179.2,41926.5
1913,DME,TFS,365.0,5259.5,30715.5
1914,DME,TLV,730.0,2612.4,30512.5
1915,DME,TXL,730.0,1631.5,19055.4
1916,DME,VIE,1825.0,1668.2,48710.2
1917,DME,ZRH,365.0,2197.2,12831.8
1918,DOH,ADD,365.0,2262.5,13213.1
1919,DOH,AMM,730.0,1683.7,19665.4
1920,DOH,AMS,1095.0,4923.1,86252.6
1921,DOH,ARN,365.0,4618.1,26969.7
1922,DOH,ATH,730.0,2957.9,34547.9
1923,DOH,AUH,730.0,320.9,3748.3
1924,DOH,BCN,1095.0,4861.5,85173.6
1925,DOH,BKK,365.0,5280.0,30835.0
1926,DOH,BLR,365.0,3042.7,17769.2
1927,DOH,BOM,1095.0,2291.3,40142.9
1928,DOH,BRU,365.0,4892.4,28571.4
1929,DOH,BUD,365.0,3755.6,21932.7
1930,DOH,CAI,730.0,2057.6,24032.4
1931,DOH,CAN,365.0,6196.9,36189.9
1932,DOH,CCU,365.0,3743.0,21859.1
1933,DOH,CDG,365.0,4969.2,29020.1
1934,DOH,CGK,365.0,6893.6,40258.5
1935,DOH,CKG,365.0,5400.6,31539.4
1936,DOH,CMB,730.0,3612.5,42194.5
1937,DOH,CMN,365.0,5734.4,33489.1
1938,DOH,CPH,365.0,4609.7,26920.5
1939,DOH,CTU,365.0,5130.9,29964.3
1940,DOH,DEL,730.0,2549.2,29774.8
1941,DOH,DME,365.0,3531.9,20626.5
1942,DOH,DXB,1825.0,377.7,11029.8
1943,DOH,FCO,365.0,4038.7,23586.1
1944,DOH,FRA,2190.0,4587.5,160747.1
1945,DOH,GRU,365.0,11858.3,69252.6
1946,DOH,GVA,730.0,4635.9,54147.1
1947,DOH,HGH,365.0,6692.6,39084.7
1948,DOH,HKG,730.0,6290.7,73475.8
1949,DOH,IAD,730.0,11127.3,129967.3
1950,DOH,IAH,1095.0,12932.5,226578.1
1951,DOH,ICN,730.0,7052.5,82373.1
1952,DOH,IST,730.0,2755.9,32189.2
1953,DOH,JED,730.0,1330.6,15541.8
1954,DOH,JFK,730.0,10769.5,125787.3
1955,DOH,JNB,365.0,6242.5,36456.4
1956,DOH,KIX,1095.0,7905.1,138496.8
1957,DOH,KUL,730.0,5909.3,69020.4
1958,DOH,KWI,730.0,568.0,6633.8
1959,DOH,LHR,730.0,5241.5,61220.3
1960,DOH,MAA,365.0,3286.4,19192.6
1961,DOH,MAD,1095.0,5329.9,93379.8
1962,DOH,MAN,730.0,5409.4,63181.5
1963,DOH,MCT,1825.0,701.1,20472.8
1964,DOH,MEL,365.0,11957.5,69831.9
1965,DOH,MNL,730.0,7282.5,85059.4
1966,DOH,MUC,730.0,4301.9,50246.2
1967,DOH,MXP,365.0,4422.8,25828.9
1968,DOH,NBO,365.0,3352.7,19579.6
1969,DOH,NRT,1095.0,8297.7,145375.2
1970,DOH,ORD,730.0,11458.1,133830.5
1971,DOH,OSL,365.0,4955.5,28940.2
1972,DOH,OTP,365.0,3140.5,18340.5
1973,DOH,PEK,365.0,6162.5,35988.9
1974,DOH,PHL,730.0,10918.6,127529.4
1975,DOH,PVG,365.0,6796.0,39688.7
1976,DOH,RUH,1095.0,495.5,8681.0
1977,DOH,SAW,365.0,2693.9,15732.5
1978,DOH,SGN,365.0,5994.7,35008.9
1979,DOH,SHJ,730.0,393.0,4590.4
1980,DOH,SIN,365.0,6206.7,36246.9
1981,DOH,TXL,365.0,4405.6,25728.7
1982,DOH,VCE,730.0,4149.7,48468.1
1983,DOH,VIE,365.0,3968.5,23176.3
1984,DOH,WAW,365.0,3944.2,23034.0
1985,DOH,YUL,365.0,10406.2,60772.3
1986,DOH,ZRH,365.0,4495.0,26250.6
1987,DPS,BKK,365.0,2958.6,17278.2
1988,DPS,BNE,1095.0,4487.8,78626.1
1989,DPS,CAN,365.0,3579.6,20905.1
1990,DPS,CGK,2555.0,982.6,40168.3
1991,DPS,HKG,1825.0,3456.1,100917.6
1992,DPS,HND,730.0,5561.1,64953.5
1993,DPS,ICN,1095.0,5271.6,92358.9
1994,DPS,KIX,730.0,5246.0,61273.0
1995,DPS,KUL,1460.0,1964.4,45887.6
1996,DPS,MEL,1095.0,4382.0,76772.1
1997,DPS,MNL,730.0,2665.4,31131.6
1998,DPS,NRT,730.0,5610.6,65531.8
1999,DPS,PVG,365.0,4491.8,26232.0
2000,DPS,SIN,3650.0,1671.5,97615.5
2001,DPS,SYD,1095.0,4622.1,80980.0
2002,DPS,SZX,365.0,3493.3,20400.6
2003,DPS,TPE,1095.0,3818.3,66895.8
2004,DTW,AMS,730.0,6323.6,73859.7
2005,DTW,ATL,2920.0,958.2,44767.0
2006,DTW,BOS,730.0,1015.0,11855.1
2007,DTW,BWI,1095.0,656.7,11506.0
2008,DTW,CDG,1095.0,6359.1,111410.9
2009,DTW,CLT,1095.0,805.7,14115.8
2010,DTW,CUN,1095.0,2377.6,41655.5
2011,DTW,DCA,1095.0,651.2,11409.9
2012,DTW,DEN,1825.0,1802.3,52627.1
2013,DTW,DFW,1460.0,1586.4,37058.7
2014,DTW,EWR,730.0,783.5,9151.0
2015,DTW,FLL,730.0,1818.3,21237.7
2016,DTW,FRA,1825.0,6679.3,195034.9
2017,DTW,GRU,730.0,8223.7,96052.4
2018,DTW,IAD,730.0,616.3,7198.3
2019,DTW,IAH,1095.0,1730.9,30324.9
2020,DTW,ICN,365.0,10654.4,62221.9
2021,DTW,JFK,365.0,816.7,4769.7
2022,DTW,LAS,1095.0,2808.0,49196.5
2023,DTW,LAX,1095.0,3178.0,55679.2
2024,DTW,LGA,1460.0,805.1,18807.9
2025,DTW,LHR,1460.0,6044.5,141199.3
2026,DTW,MCO,730.0,1543.6,18029.8
2027,DTW,MDW,1095.0,366.5,6421.9
2028,DTW,MEX,730.0,2932.8,34254.8
2029,DTW,MIA,1095.0,1847.1,32360.9
2030,DTW,MSP,365.0,848.2,4953.8
2031,DTW,MSY,1460.0,1492.3,34859.5
2032,DTW,NRT,365.0,10272.2,59989.4
2033,DTW,ORD,1460.0,376.4,8792.4
2034,DTW,PDX,730.0,3134.9,36616.2
2035,DTW,PEK,1095.0,10646.7,186529.3
2036,DTW,PHL,1095.0,728.1,12755.5
2037,DTW,PHX,1460.0,2684.0,62697.8
2038,DTW,PVG,1095.0,11461.8,200811.6
2039,DTW,SAN,730.0,3142.2,36700.7
2040,DTW,SEA,365.0,3093.0,18063.2
2041,DTW,SFO,365.0,3337.3,19490.1
2042,DTW,SJU,365.0,3110.4,18164.6
2043,DTW,SLC,365.0,2377.9,13886.9
2044,DTW,STL,730.0,707.1,8258.9
2045,DTW,TPA,730.0,1584.8,18510.5
2046,DTW,YUL,1460.0,851.1,19881.0
2047,DTW,YYZ,1460.0,344.0,8035.2
2048,DUB,ACE,730.0,2786.5,32546.1
2049,DUB,AGP,730.0,1867.2,21808.4
2050,DUB,ALC,730.0,1739.1,20313.3
2051,DUB,AMS,365.0,750.2,4380.9
2052,DUB,ARN,730.0,1624.8,18977.1
2053,DUB,ATH,365.0,2875.7,16794.0
2054,DUB,ATL,1095.0,6322.9,110777.3
2055,DUB,AUH,730.0,5940.8,69388.3
2056,DUB,BCN,730.0,1485.2,17347.3
2057,DUB,BHX,730.0,321.5,3755.2
2058,DUB,BOS,730.0,4802.9,56097.5
2059,DUB,BRS,730.0,330.7,3862.7
2060,DUB,BRU,365.0,784.3,4580.4
2061,DUB,BUD,730.0,1914.9,22365.6
2062,DUB,CDG,1095.0,785.0,13752.6
2063,DUB,CGN,365.0,956.7,5587.0
2064,DUB,CLT,730.0,5973.2,69767.3
2065,DUB,CPH,1095.0,1241.5,21751.9
2066,DUB,CTA,365.0,2414.2,14098.7
2067,DUB,DUS,730.0,915.1,10688.4
2068,DUB,DXB,730.0,5918.5,69128.4
2069,DUB,EDI,730.0,337.2,3938.5
2070,DUB,EWR,730.0,5124.5,59853.8
2071,DUB,FAO,730.0,1829.1,21363.4
2072,DUB,FCO,365.0,1885.6,11011.7
2073,DUB,FRA,730.0,1086.9,12694.8
2074,DUB,GLA,365.0,297.0,1734.5
2075,DUB,GVA,365.0,1191.3,6957.2
2076,DUB,HAM,365.0,1072.6,6264.0
2077,DUB,HEL,365.0,2023.3,11816.0
2078,DUB,IAD,730.0,5463.9,63818.4
2079,DUB,IBZ,730.0,1719.1,20079.6
2080,DUB,IST,365.0,2923.9,17075.8
2081,DUB,JFK,3285.0,5103.0,268214.9
2082,DUB,LGW,730.0,484.4,5658.3
2083,DUB,LHR,1095.0,449.3,7870.9
2084,DUB,LIS,730.0,1642.5,19184.1
2085,DUB,LPA,730.0,2931.2,34236.5
2086,DUB,LTN,365.0,433.5,2531.8
2087,DUB,LYS,365.0,1181.4,6899.5
2088,DUB,MAD,1095.0,1454.2,25478.0
2089,DUB,MAN,730.0,265.0,3095.4
2090,DUB,MCO,365.0,6541.4,38202.0
2091,DUB,MLA,365.0,2532.0,14786.9
2092,DUB,MRS,365.0,1393.1,8135.7
2093,DUB,MUC,730.0,1381.3,16133.4
2094,DUB,MXP,365.0,1381.7,8069.3
2095,DUB,NCE,730.0,1466.3,17126.8
2096,DUB,OPO,365.0,1365.5,7974.7
2097,DUB,ORD,2555.0,5895.3,241000.8
2098,DUB,OSL,730.0,1285.6,15015.7
2099,DUB,OTP,730.0,2529.9,29549.7
2100,DUB,PHL,730.0,5252.9,61353.5
2101,DUB,PMI,730.0,1686.3,19695.9
2102,DUB,PRG,730.0,1454.7,16991.4
2103,DUB,RIX,365.0,1942.6,11344.8
2104,DUB,SFO,365.0,8183.0,47788.8
2105,DUB,STN,365.0,470.7,2748.7
2106,DUB,STR,365.0,1200.5,7010.9
2107,DUB,TFS,730.0,2945.3,34401.2
2108,DUB,VCE,365.0,1600.6,9347.7
2109,DUB,VIE,365.0,1702.4,9942.3
2110,DUB,WAW,365.0,1825.5,10660.9
2111,DUB,YYZ,1095.0,5261.0,92172.5
2112,DUB,ZRH,730.0,1237.3,14451.9
2113,DUS,ACE,730.0,3006.7,35118.6
2114,DUS,AGP,730.0,1853.5,21648.4
2115,DUS,ALC,365.0,1555.7,9085.2
2116,DUS,AMS,730.0,178.3,2083.1
2117,DUS,ARN,1095.0,1162.4,20365.3
2118,DUS,ATH,730.0,2003.4,23400.0
2119,DUS,ATL,1095.0,7236.4,126781.4
2120,DUS,AUH,1095.0,5026.3,88060.5
2121,DUS,AYT,1825.0,2478.7,72378.3
2122,DUS,BCN,1460.0,1167.4,27270.8
2123,DUS,BHX,730.0,598.4,6988.9
2124,DUS,BUD,365.0,999.8,5838.7
2125,DUS,CDG,1095.0,392.8,6881.3
2126,DUS,CPH,1460.0,619.0,14459.6
2127,DUS,CTA,2190.0,1670.0,58517.1
2128,DUS,CUN,365.0,8443.7,49311.1
2129,DUS,DME,730.0,2098.2,24506.6
2130,DUS,DUB,730.0,915.1,10688.4
2131,DUS,DXB,730.0,5005.1,58459.3
2132,DUS,EWR,730.0,6038.4,70529.0
2133,DUS,FAO,730.0,1967.2,22977.2
2134,DUS,FCO,1095.0,1134.3,19873.3
2135,DUS,FRA,730.0,188.9,2206.0
2136,DUS,GLA,365.0,896.2,5234.1
2137,DUS,GVA,365.0,563.7,3292.3
2138,DUS,HAM,730.0,339.6,3966.8
2139,DUS,HEL,730.0,1507.8,17611.0
2140,DUS,HER,2190.0,2302.8,80690.8
2141,DUS,IBZ,1095.0,1443.1,25283.9
2142,DUS,IST,365.0,2011.2,11745.3
2143,DUS,JFK,730.0,6017.2,70281.2
2144,DUS,LAX,730.0,9133.1,106674.8
2145,DUS,LED,1095.0,1740.7,30497.1
2146,DUS,LGW,365.0,484.6,2830.1
2147,DUS,LHR,1095.0,501.9,8793.1
2148,DUS,LIS,365.0,1861.7,10872.5
2149,DUS,LPA,1460.0,3189.8,74513.6
2150,DUS,LYS,365.0,631.0,3684.9
2151,DUS,MAD,1095.0,1441.3,25251.6
2152,DUS,MAN,730.0,655.4,7655.4
2153,DUS,MIA,730.0,7603.6,88809.7
2154,DUS,MLA,730.0,1822.5,21286.4
2155,DUS,MUC,730.0,485.8,5674.4
2156,DUS,MXP,1095.0,645.6,11310.6
2157,DUS,NCE,730.0,849.2,9918.7
2158,DUS,NRT,730.0,9331.0,108986.3
2159,DUS,ORD,2920.0,6788.4,317154.2
2160,DUS,OSL,730.0,1017.5,11884.3
2161,DUS,OTP,365.0,1614.8,9430.6
2162,DUS,PEK,730.0,7796.1,91058.7
2163,DUS,PMI,1825.0,1342.0,39185.7
2164,DUS,PRG,1095.0,543.8,9527.8
2165,DUS,RIX,730.0,1279.6,14945.8
2166,DUS,SAW,1095.0,2073.9,36335.0
2167,DUS,STN,365.0,455.9,2662.7
2168,DUS,STR,365.0,338.1,1974.7
2169,DUS,SVO,365.0,2068.0,12077.3
2170,DUS,TFS,1095.0,3237.2,56716.0
2171,DUS,TLV,365.0,3135.3,18310.1
2172,DUS,TXL,1095.0,468.7,8212.4
2173,DUS,VCE,1095.0,763.5,13376.5
2174,DUS,VIE,1095.0,787.8,13802.7
2175,DUS,WAW,1095.0,981.3,17192.1
2176,DUS,ZRH,1095.0,444.4,7786.0
2177,DXB,ADD,1095.0,2519.0,44132.2
2178,DXB,AMM,1460.0,2021.5,47223.3
2179,DXB,AMS,1095.0,5168.6,90554.5
2180,DXB,ARN,730.0,4785.1,55890.1
2181,DXB,ATH,365.0,3271.9,19107.7
2182,DXB,ATL,365.0,12209.4,71302.8
2183,DXB,BCN,365.0,5175.7,30226.1
2184,DXB,BHX,730.0,5603.4,65447.8
2185,DXB,BKK,1095.0,4903.7,85913.0
2186,DXB,BLR,365.0,2695.2,15739.7
2187,DXB,BNE,730.0,11979.2,139916.9
2188,DXB,BOM,1460.0,1926.2,44995.1
2189,DXB,BOS,730.0,10702.1,125000.7
2190,DXB,CAI,1095.0,2415.4,42318.6
2191,DXB,CAN,730.0,5827.3,68062.5
2192,DXB,CCU,365.0,3365.8,19656.3
2193,DXB,CDG,1095.0,5238.6,91780.6
2194,DXB,CGK,730.0,6547.1,76469.9
2195,DXB,CMB,1095.0,3288.2,57608.5
2196,DXB,CMN,365.0,6080.5,35510.1
2197,DXB,CPH,730.0,4818.4,56278.7
2198,DXB,DEL,1825.0,2183.6,63761.1
2199,DXB,DFW,730.0,12919.4,150898.5
2200,DXB,DME,365.0,3642.0,21269.2
2201,DXB,DOH,1460.0,377.7,8823.8
2202,DXB,DUB,730.0,5918.5,69128.4
2203,DXB,DUS,730.0,5005.1,58459.3
2204,DXB,FCO,365.0,4343.7,25367.1
2205,DXB,FRA,1095.0,4843.2,84853.0
2206,DXB,GIG,365.0,11883.9,69401.8
2207,DXB,GLA,730.0,5840.6,68217.7
2208,DXB,GRU,365.0,12217.1,71347.6
2209,DXB,GVA,730.0,4919.4,57458.9
2210,DXB,HAM,730.0,4884.2,57047.6
2211,DXB,HKG,730.0,5919.7,69141.9
2212,DXB,HND,730.0,7934.6,92676.4
2213,DXB,IAD,1095.0,11355.3,198944.2
2214,DXB,IAH,730.0,13124.8,153297.8
2215,DXB,ICN,730.0,6728.9,78593.9
2216,DXB,IST,1095.0,3028.3,53056.4
2217,DXB,JED,1825.0,1699.0,49610.6
2218,DXB,JFK,730.0,11001.5,128497.7
2219,DXB,JNB,730.0,6413.1,74905.0
2220,DXB,KBP,730.0,3488.7,40747.5
2221,DXB,KIX,730.0,7577.2,88502.3
2222,DXB,KMG,365.0,4760.2,27799.6
